Num,ID,Name
678,006020,广发沪深300指数增强A
679,001171,工银养老产业股票
680,003053,嘉实文体娱乐股票A
681,000411,景顺长城优质成长股票
682,006909,华夏战略新兴成指ETF联接
683,005339,兴业中证国有企业指数增强
684,006600,人保沪深300指数
685,005251,银华多元动力灵活配置混合
686,006595,广发港股通优质增长混合
687,162213,泰达宏利沪深300指数增强
688,007801,大成中证红利指数C
689,005053,银河量化价值混合
690,501045,汇添富沪深300指数C
691,580005,东吴进取策略混合
692,006569,国联安中证医药100C
693,004833,先锋聚利混合A
694,162212,泰达宏利红利先锋混合
695,501043,汇添富沪深300指数A
696,110029,易方达科讯混合
697,470098,汇添富逆向投资混合
698,006021,广发沪深300指数增强C
699,001410,信达澳银新能源产业股票
700,003548,泰达宏利沪深300指数增强
701,501060,中金优选300指数(LOF
702,005734,华夏沪港通恒生ETF联接C
703,160615,鹏华沪深300指数(LOF
704,165515,信诚沪深300指数分级
705,006759,银河乐活优萃混合
706,006002,工银医药健康股票A
707,210002,金鹰红利价值混合
708,001685,汇添富沪港深新价值股票
709,001192,上投摩根整合驱动混合
710,519779,交银沪港深价值精选混合
711,006610,银华远见混合发起式
712,000948,华夏沪港通恒生ETF联接A
713,001839,九泰久兴灵活配置混合
714,320014,诺安沪深300指数增强
715,001682,新华鑫回报混合
716,006003,工银医药健康股票C
717,501302,南方恒指ETF联接A
718,161907,万家中证红利指数(LOF)
719,005279,华泰紫金红利低波指数发起
720,540002,汇丰晋信龙腾混合
721,501061,中金优选300指数(LOF
722,002106,德邦福鑫灵活配置混合C
723,007154,添富中证银行ETF联接C
724,007153,添富中证银行ETF联接A
725,002453,九泰久稳灵活配置混合A
726,004785,中融量化多因子混合C
727,001623,兴业国企改革混合
728,002561,东吴安鑫量化
729,001951,金鹰改革红利混合
730,690011,民生加银积极成长混合发起式
731,005587,安信比较优势混合
732,001719,工银国家战略股票
733,005659,南方恒指ETF联接C
734,002968,新华高端制造混合
735,004834,先锋聚利混合C
736,003299,嘉实物流产业股票C
737,005105,富荣福康混合C
738,006567,中泰星元灵活配置混合
739,005104,富荣福康混合A
740,160417,华安沪深300指数分级
741,001229,德邦福鑫灵活配置混合A
742,004065,中融量化多因子混合A
743,050018,博时行业轮动混合
744,003095,中欧医疗健康混合A
745,000327,南方新蓝筹混合
746,000827,广发百发100指数E
747,004696,东兴量化优享混合
748,000826,广发百发100指数A
749,005502,华泰紫金智能量化股票发起
750,000935,浙商汇金转型成长
751,166402,浦银安盛沪港深基本面100
752,160418,华安中证银行指数分级
753,420005,天弘周期策略混合
754,003025,新华红利回报混合
755,160910,大成创新成长混合(LOF)
756,006009,国融融银灵活配置混合A
757,001174,中欧瑾和灵活配置混合C
758,005233,广发睿毅领先混合
759,001888,中欧盛世成长混合(LOF)
760,100053,富国上证综指ETF联接
761,160638,鹏华一带一路分级
762,003646,创金合信中证1000指数增
763,004480,华宝智慧产业混合
764,007399,凯石浩品质经营混合A
765,007657,东方红中证竞争力指数A
766,004476,景顺长城沪港深领先科技
767,160722,嘉实惠泽混合(LOF)
768,005269,华泰柏瑞港股通量化混合
769,005850,财通量化价值优选混合
770,005701,上投摩根香港精选港股通
771,006787,泰康港股通大消费指数C
772,005805,华泰柏瑞医疗健康混合
773,001595,天弘中证银行指数C
774,006010,国融融银灵活配置混合C
775,006786,泰康港股通大消费指数A
776,164402,前海开源中航军工
777,004266,招商沪港深科技创新混合
778,004241,中欧时代先锋股票C
779,007400,凯石浩品质经营混合C
780,003670,中融物联网主题灵活配置混合
781,003647,创金合信中证1000指数增
782,519039,长盛同德主题混合
783,001307,中欧永裕混合C
784,002653,泰康沪港深精选混合
785,002860,前海开源沪港深新机遇混合
786,001938,中欧时代先锋股票A
787,001875,前海开源沪港深优势精选混合
788,240019,华宝中证银行ETF联接A
789,003152,华富天鑫灵活配置混合A
790,001782,九泰久益混合A
791,160631,鹏华银行分级
792,004233,中欧盛世成长混合(LOF)
793,501023,鹏华香港中小企业指数LOF
794,007658,东方红中证竞争力指数C
795,002686,中欧丰泓沪港深混合C
796,166011,中欧盛世成长混合(LOF)
797,006939,鹏华沪深300指数(LOF
798,001594,天弘中证银行指数A
